theta	energy	px	py	pz	P	x	y	z	r
0.0023840309010817605	183.81647172899602	0.2929954838472388	0.3258650081791229	183.813229242456	183.81375160443463	0.07298925749932175	0.08117751400019997	45.790566706371045	45.79069683364849
0.0037973114362428867	267.17073096294826	0.8040047064433206	-0.6187318838962597	267.16693326563444	267.168859493909	0.10117930978773733	-0.0778638040978971	33.62164497761723	33.62188738047958
0.03884854428057256	92.76602839542728	1.8714633899835023	-3.0784963528304248	92.69064952435484	92.76063833470111	0.8454879282807131	-1.3908001179746678	41.907311866941896	41.93890750506212
0.0036612444975614618	265.3817188111062	0.6207876897646246	0.7474387892259424	265.3780560578392	265.37983472588314	0.11186365805717892	0.13468572027957634	47.82046998757757	47.8207904948679
0.0012164419697613391	298.9170710727458	-0.2589604918903929	0.2552527841251038	298.9151772061579	298.9153983633312	-0.053550081337267505	0.052783369585383426	61.81230109067437	61.81234682342598
0.04432237439342557	53.33010552081472	0.4459032914224277	2.3200661668657787	53.268364139489925	53.32072912912231	0.4981585620803936	2.5919540130111165	59.56936910536949	59.62781333547531
0.027440239094181484	94.6740784340131	2.2713442955080354	-1.2599705049086236	94.6331580195213	94.66879701004795	0.8890488891841827	-0.49317726951795915	37.055231559846206	37.06917611305046
0.03278667579164084	60.07036257868383	0.20202416580886498	1.958489657998608	60.02975899360649	60.06203842973145	0.1487330552623585	1.4418678546083246	44.21852427986688	44.242276093359585
0.005338022243805088	74.79902027951181	-0.3624121277927911	0.16748441278697354	74.79126981938414	74.79233540126167	-0.18594496420266962	0.08593223226233991	38.37415213867547	38.37469885537168
0.017328407123334316	118.44788643183858	-1.4304703272751584	-1.4716803941990642	118.42588277749861	118.44366509091877	-0.4804454173182235	-0.4942864508744263	39.781123046224685	39.787094612617906
0.01635248582623536	143.05390204280928	0.24756171899041488	-2.3259882396919904	143.03128112961087	143.05040681407962	0.05633150858721878	-0.5292677197117553	32.550449450403384	32.55480082846852
0.002655784899986497	340.1061437417905	0.8174997905735254	-0.384113844120566	340.1034741980132	340.10467360933376	0.13576573614416235	-0.06379145219548821	56.48265835792695	56.48285754866497
0.03108194674489233	79.71490950266936	-1.5083453305833245	1.9649229772319659	79.67013724775437	79.70863690352988	-0.6730269073989301	0.8767528283009945	35.5661639947003	35.58333432996313
0.031182734715909002	93.21757349605363	1.0286860501476065	-2.7179878720477144	93.16689516899119	93.21220954624003	0.5447584643442152	-1.4393574201482129	49.36213543797424	49.386120788783586
0.003469825541065513	257.9178288247249	-0.0009047105441804989	0.8949208902478897	257.91433760347985	257.9158902155121	-0.00013030913200515583	0.1288990884118818	37.14867257876808	37.14889620643512
0.0390943027150126	68.00358052867189	2.1675841512612224	1.537645293238211	67.94427268445035	67.99622757712051	1.9265484508533623	1.3666588934627422	60.43503631743763	60.48117856122325
0.02539152906469697	112.77990744884342	2.3361352447218966	-1.6554700976930998	112.73912104963253	112.77547394788321	0.8147390316600756	-0.5773536045843317	39.331019317865966	39.34369349027595
0.004375305349302603	164.57807309526447	0.4784759282010706	-0.5381008888111649	164.57345974357412	164.57503499543975	0.12882091169084312	-0.14487384420554886	44.308824749812196	44.30924885356999
0.0019441105703542749	291.19298402224257	-0.34414976648983164	-0.4494872910810769	291.19071665472336	291.19126694284296	-0.05561509445418969	-0.07263778907771118	47.05692518823739	47.05701411541646
0.00377478373134088	185.74119268467973	0.4147208922786028	0.5653116365004609	185.73717745584074	185.73850074749535	0.07359775810834335	0.10032209578446466	32.96177623054801	32.962011064642596
0.0007685168047134103	291.5864091339563	-0.10072565462767033	0.2001740411895972	291.5846082637605	291.5846943713523	-0.01252691544120094	0.024894981291257907	36.263420911388444	36.26343162030075
0.0003200754546516456	231.88464234392058	-0.002902696641964461	0.07416310778580958	231.88247421134648	231.88248608932923	-0.0006795417062533878	0.017362105318630805	54.285321438474135	54.28532421919333
0.0016116206648354857	199.14720367659595	-0.3090673911052217	-0.08650666160616761	199.1444343338594	199.14469295516662	-0.056915637274462756	-0.01593044726004466	36.67306042490817	36.67310805069407
0.03605987346934251	55.04267207879353	-0.04594009132235224	1.9835422192407521	54.99781085957963	55.033587467778226	-0.03171280957040533	1.3692549331750072	37.990122115685296	38.0148029475229
0.0245009844060606	106.29022253437077	2.123496193018263	-1.5068984688218523	106.2536184199341	106.28551832872651	0.8951133457988553	-0.6352000698852674	44.802334110129344	44.81577678392141
0.03143252206371696	60.21608242258795	0.1922429087069021	-1.8823795198243867	60.1780381229839	60.20777842043257	0.16201234847337045	-1.5863717875278642	50.73999162762555	50.76504283284741
0.0020912488229578928	157.99254086014994	-0.30690431353817277	0.12235400780420688	157.9890306530338	157.9893761220866	-0.11421782949415783	0.04553539518619227	58.79749103479575	58.797619604637696
0.001478896741371378	354.09634043196155	-0.5236065723919102	-0.008127377707241904	354.09454115731677	354.094928384053	-0.1143541149061867	-0.0017749950692450098	77.333277050274	77.33336161934666
0.0031813597734433557	325.32911395044124	0.9335976543057493	-0.44674805487031855	325.32593071468267	325.32757704163225	0.09267211714618474	-0.044345749890041655	32.293135261684135	32.29329868093777
0.002308556017156883	291.0583872346309	0.31276942473737795	0.5946863137250946	291.05589377832496	291.0566693611819	0.07914559822618522	0.15048403179504494	73.65123439944355	73.65143065841505
0.01721719542433423	148.03787731365242	1.6054184696507114	-1.9794089327998265	148.01255923517456	148.03449976114354	0.4697163096661533	-0.5791391321399461	43.31220815355877	43.31862660199588
