0.02	1.	0	0	0	0.	0.	0.	0.	0	0	0	0	0	0
0.03	0.9999999999999999	0	0	0	0.	0.	0.	0.	0	0	0	0	0	0
0.04	1.	0	0	0	0.	0.	0.	0.	0	0	0	0	0	0
0.05	1.	0	0	0	0.	0.	0.	0.	0	0	0	0	0	0
0.06	0.9999999999999999	0	0	0	0.	0.	0.	0.	0	0	0	0	0	0
0.07	1.	0	0	0	0.	0.	0.	0.	0	0	0	0	0	0
0.08	1.	0	0	0	0.	0.	0.	0.	0	0	0	0	0	0
0.09000000000000001	1.	0	0	0	0.	0.	0.	0.	0	0	0	0	0	0
0.1	1.	0	0	0	0.	0.	0.	0.	0	0	0	0	0	0
0.11	1.	0	0	0	0.	0.	0.	0.	0	0	0	0	0	0
0.12000000000000001	0.9999999999999999	0	0	0	0.	0.	0.	0.	0	0	0	0	0	0
0.13	1.	0	0	0	0.	0.	0.	0.	0	0	0	0	0	0
0.13999999999999999	1.	0	0	0	0.	0.	0.	0.	0	0	0	0	0	0
0.15	0.9999999999999999	0	0	0	0.	0.	0.	0.	0	0	0	0	0	0
0.16	1.	0	0	0	0.	0.	0.	0.	0	0	0	0	0	0
0.16999999999999998	1.	0	0	0	0.	0.	0.	0.	0	0	0	0	0	0
0.18	1.	0	0	0	0.	0.	0.	0.	0	0	0	0	0	0
0.19	1.	0	0	0	0.	0.	0.	0.	0	0	0	0	0	0
0.19999999999999998	1.	0	0	0	0.	0.	0.	0.	0	0	0	0	0	0
0.21	1.	0.	0	0	0.	0.	0.	0.	0	0	0	0	0	0
0.22	0.0010825259742953963	0.9989174740257047	0	0	0.	0.	0.	0.	0	0	0	0	0	0
0.22999999999999998	0.00037952927714653405	0.9996204707228533	0	0	0.	0.	0.	0.	0	0	0	0	0	0
0.24	0.0002193353326783568	0.9997806646673215	0	0	0.	0.	0.	0.	0	0	0	0	0	0
0.25	0.0001532158734494021	0.9998467841265506	0	0	0.	0.	0.	0.	0	0	0	0	0	0
0.26	0.00011822840360254076	0.9998817715963975	0	0	0.	0.	0.	0.	0	0	0	0	0	0
0.27	0.00009695310084794206	0.999903046899152	0	0	0.	0.	0.	0.	0	0	0	0	0	0
0.28	0.00008280889622730683	0.9999171911037728	0	0	0.	0.	0.	0.	0	0	0	0	0	0
0.29000000000000004	0.000019461075352630865	0.26729250994798043	0.48845868598444464	0.24422934299222232	0.	0.	0.	0.	0	0	0	0	0	0
0.30000000000000004	0.000014201261121975534	0.21715359844196105	0.5218881335312779	0.26094406676563897	0.	0.	0.	0.	0	0	0	0	0	0
0.31	0.000011691714937507552	0.19579641505607123	0.5361279288193275	0.26806396440966374	0.	0.	0.	0.	0	0	0	0	0	0
0.32	0.000010083790626974254	0.18257099061302967	0.5449459503975621	0.27247297519878105	0.	0.	0.	0.	0	0	0	0	0	0
0.33	9.027792990450662e-6	0.17489457648577525	0.5500642638141562	0.2750321319070781	0.	0.	0.	0.	0	0	0	0	0	0
0.34	8.043621510018564e-6	0.1653361320381049	0.5564372162269233	0.27821860811346166	0.	0.	0.	0.	0	0	0	0	0	0
0.35000000000000003	7.45281221413216e-6	0.1614083721226081	0.5590561167101186	0.2795280583550593	0.	0.	0.	0.	0	0	0	0	0	0
0.36000000000000004	6.846262294652653e-6	0.1553142390085784	0.5631192764860846	0.2815596382430423	0.	0.	0.	0.	0	0	0	0	0	0
0.37000000000000005	6.411982833192593e-6	0.15161955792505455	0.5655826867280748	0.2827913433640374	0.	0.	0.	0.	0	0	0	0	0	0
0.38	5.979706971537088e-6	0.14676262451898056	0.5688209305160319	0.28441046525801594	0.	0.	0.	0.	0	0	0	0	0	0
0.39	5.629658508176176e-6	0.14289385113750042	0.5714003461359942	0.2857001730679971	0.	0.	0.	0.	0	0	0	0	0	0
0.4	5.2985245418951505e-6	0.1386487234519365	0.574230652015681	0.2871153260078405	0.	0.	0.	0.	0	0	0	0	0	0
0.41000000000000003	5.044859681256971e-6	0.13572117233421868	0.5761825218707333	0.28809126093536663	0.	0.	0.	0.	0	0	0	0	0	0
0.42000000000000004	4.711858936526126e-6	0.1300118165126389	0.5799889810856164	0.2899944905428082	0.	0.	0.	0.	0	0	0	0	0	0
0.43000000000000005	4.567607392366491e-6	0.12898800248771358	0.580671619936596	0.290335809968298	0.	0.	0.	0.	0	0	0	0	0	0
0.44	4.344742189651728e-6	0.12533650001221752	0.5831061034970619	0.29155305174853097	0.	0.	0.	0.	0	0	0	0	0	0
0.45	4.1675954876502816e-6	0.12260974607151298	0.5849240575553329	0.29246202877766647	0.	0.	0.	0.	0	0	0	0	0	0
0.46	4.012322961176079e-6	0.12020193387036215	0.5865293692044511	0.29326468460222554	0.	0.	0.	0.	0	0	0	0	0	0
0.47000000000000003	3.819725351482684e-6	0.1163700102317197	0.5890841133619525	0.29454205668097627	0.	0.	0.	0.	0	0	0	0	0	0
0.48000000000000004	3.717700997710259e-6	0.1150408909640766	0.5899702608899504	0.2949851304449752	0.	0.	0.	0.	0	0	0	0	0	0
0.49000000000000005	3.5929117795402444e-6	0.11280271728222177	0.5914624598706657	0.29573122993533285	0.	0.	0.	0.	0	0	0	0	0	0
